file_name,document_type,responsible_owner,type,value,score
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,PERSON,Jonas Keller,0.85
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,ORGANIZATION,Department: Compliance & Risk,0.85
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,PERSON,Miriam Braun,0.85
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,PERSON,M. Braun,0.85
it_access_request_finding_0103.pdf,IT Access Request,Noah Becker,DATE_TIME,20 Feb 2024,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,PERSON,Nina Beck,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,Digital Operations,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,PERSON,Jonas Keller,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,LOCATION,Nuremberg,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,LOCATION,Germany,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,MFA,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,PERSON,J. Keller,0.85
it_access_request_finding_0104.pdf,IT Access Request,Maria Schmidt,DATE_TIME,Mar 2024,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,PERSON,Maria Schmidt,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Digital Operations,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,PERSON,Jonas Keller,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,MFA,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,PERSON,J. Keller,0.85
it_access_request_finding_0105.pdf,IT Access Request,Jonas Fischer,DATE_TIME,04 May 2024,0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,PERSON,Elena Fischer,0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,ORGANIZATION,Department: Compliance & Risk,0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,PERSON,Miriam Braun,0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,PERSON,M. Braun,0.85
it_access_request_finding_0106.pdf,IT Access Request,Priya Nair,DATE_TIME,Jun 2024,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,PERSON,Jonas Keller,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,ORGANIZATION,Digital Operations,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,PERSON,Jonas Keller,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,ORGANIZATION,Driver's License Number:,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,ORGANIZATION,MFA,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,PERSON,J. Keller,0.85
it_access_request_finding_0107.pdf,IT Access Request,Lukas Weber,DATE_TIME,Jul 2024,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,PERSON,Nina Beck,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,PERSON,Miriam Braun,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,PERSON,Nina Beck,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,ORGANIZATION,"nina.beck@bosch.example
Health / Accommodation Note",0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,PERSON,M. Braun,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,DATE_TIME,Aug 2024,0.85
it_access_request_finding_0108.pdf,IT Access Request,Anna Keller,URL,nina.be,0.5
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,PERSON,Maria Schmidt,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,PERSON,Jonas Keller,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,PERSON,Maria Schmidt,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,DATE_TIME,Sept 2024,0.85
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,PHONE_NUMBER,+49 151 2345 7821,0.75
it_access_request_finding_0109.pdf,IT Access Request,Max Wagner,URL,maria.sc,0.5
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,IP_ADDRESS,192.168.12.34,0.95
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,PERSON,Elena Fischer,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,ORGANIZATION,Digital Operations,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,PERSON,Jonas Keller,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,PERSON,efischer08,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,DATE_TIME,192.168.12.34,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,ORGANIZATION,MFA,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,PERSON,J. Keller,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,DATE_TIME,05 Nov 2024,0.85
it_access_request_finding_0110.pdf,IT Access Request,Noah Becker,URL,elena.fi,0.5
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,PERSON,Jonas Keller,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,ORGANIZATION,Department: Compliance & Risk,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,PERSON,Miriam Braun,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,PERSON,Jonas Keller,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,LOCATION,Cologne,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,LOCATION,Germany,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,PERSON,M. Braun,0.85
it_access_request_finding_0111.pdf,IT Access Request,Lukas Weber,DATE_TIME,Dec 2024,0.85
it_access_request_finding_0112.pdf,IT Access Request,Max Wagner,PERSON,Nina Beck,0.85
it_access_request_finding_0112.pdf,IT Access Request,Max Wagner,PERSON,Miriam Braun,0.85
it_access_request_finding_0112.pdf,IT Access Request,Max Wagner,PERSON,Nina Beck,0.85
it_access_request_finding_0112.pdf,IT Access Request,Max Wagner,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_finding_0112.pdf,IT Access Request,Max Wagner,PERSON,M. Braun,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,MFA,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,PERSON,J. Keller,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,DATE_TIME,09 May 2025,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0115.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0117.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0117.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,MFA,0.85
it_access_request_clean_0117.pdf,IT Access Request,Elena Hoffmann,PERSON,J. Keller,0.85
it_access_request_clean_0117.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Jul 2025,0.85
it_access_request_clean_0118.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0118.pdf,IT Access Request,Elena Hoffmann,PERSON,M. Braun,0.85
it_access_request_clean_0118.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Aug 2025,0.85
it_access_request_clean_0119.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0119.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_clean_0119.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_clean_0119.pdf,IT Access Request,Max Wagner,DATE_TIME,04 Oct 2025,0.85
it_access_request_clean_0120.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0120.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,MFA,0.85
it_access_request_clean_0120.pdf,IT Access Request,Tom Nguyen,PERSON,J. Keller,0.85
it_access_request_clean_0120.pdf,IT Access Request,Tom Nguyen,DATE_TIME,Nov 2025,0.85
it_access_request_clean_0122.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0122.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_clean_0122.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_clean_0124.pdf,IT Access Request,Anna Keller,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0124.pdf,IT Access Request,Anna Keller,PERSON,M. Braun,0.85
it_access_request_clean_0124.pdf,IT Access Request,Anna Keller,DATE_TIME,07 Apr 2026,0.85
it_access_request_clean_0124.pdf,IT Access Request,Anna Keller,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0124.pdf,IT Access Request,Anna Keller,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0125.pdf,IT Access Request,Max Wagner,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0125.pdf,IT Access Request,Max Wagner,PERSON,M. Braun,0.85
it_access_request_clean_0125.pdf,IT Access Request,Max Wagner,DATE_TIME,Jan 2020,0.85
it_access_request_clean_0125.pdf,IT Access Request,Max Wagner,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0125.pdf,IT Access Request,Max Wagner,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0126.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0126.pdf,IT Access Request,Maria Schmidt,PERSON,M. Braun,0.85
it_access_request_clean_0126.pdf,IT Access Request,Maria Schmidt,DATE_TIME,03 Mar 2020,0.85
it_access_request_clean_0127.pdf,IT Access Request,Anna Keller,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0127.pdf,IT Access Request,Anna Keller,ORGANIZATION,MFA,0.85
it_access_request_clean_0127.pdf,IT Access Request,Anna Keller,PERSON,J. Keller,0.85
it_access_request_clean_0127.pdf,IT Access Request,Anna Keller,DATE_TIME,09 Apr 2020,0.85
it_access_request_clean_0128.pdf,IT Access Request,Anna Keller,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0128.pdf,IT Access Request,Anna Keller,PERSON,M. Braun,0.85
it_access_request_clean_0128.pdf,IT Access Request,Anna Keller,DATE_TIME,May 2020,0.85
it_access_request_clean_0129.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0129.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,MFA,0.85
it_access_request_clean_0129.pdf,IT Access Request,Jonas Fischer,PERSON,J. Keller,0.85
it_access_request_clean_0129.pdf,IT Access Request,Jonas Fischer,DATE_TIME,Jun 2020,0.85
it_access_request_clean_0130.pdf,IT Access Request,Anna Keller,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0130.pdf,IT Access Request,Anna Keller,ORGANIZATION,MFA,0.85
it_access_request_clean_0130.pdf,IT Access Request,Anna Keller,PERSON,J. Keller,0.85
it_access_request_clean_0130.pdf,IT Access Request,Anna Keller,DATE_TIME,Jul 2020,0.85
it_access_request_clean_0132.pdf,IT Access Request,Priya Nair,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0132.pdf,IT Access Request,Priya Nair,ORGANIZATION,MFA,0.85
it_access_request_clean_0132.pdf,IT Access Request,Priya Nair,PERSON,J. Keller,0.85
it_access_request_clean_0132.pdf,IT Access Request,Priya Nair,DATE_TIME,Oct 2020,0.85
it_access_request_clean_0134.pdf,IT Access Request,Priya Nair,ORGANIZATION,Signature,0.85
it_access_request_clean_0135.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0135.pdf,IT Access Request,Sofia Hartmann,PERSON,M. Braun,0.85
it_access_request_clean_0135.pdf,IT Access Request,Sofia Hartmann,DATE_TIME,30 Jan 2021,0.85
it_access_request_clean_0136.pdf,IT Access Request,Max Wagner,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0136.pdf,IT Access Request,Max Wagner,PERSON,M. Braun,0.85
it_access_request_clean_0136.pdf,IT Access Request,Max Wagner,DATE_TIME,08 Mar 2021,0.85
it_access_request_clean_0137.pdf,IT Access Request,Priya Nair,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0137.pdf,IT Access Request,Priya Nair,ORGANIZATION,MFA,0.85
it_access_request_clean_0137.pdf,IT Access Request,Priya Nair,PERSON,J. Keller,0.85
it_access_request_clean_0137.pdf,IT Access Request,Priya Nair,DATE_TIME,Apr 2021,0.85
it_access_request_clean_0138.pdf,IT Access Request,Anna Keller,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0138.pdf,IT Access Request,Anna Keller,ORGANIZATION,MFA,0.85
it_access_request_clean_0138.pdf,IT Access Request,Anna Keller,PERSON,J. Keller,0.85
it_access_request_clean_0138.pdf,IT Access Request,Anna Keller,DATE_TIME,May 2021,0.85
it_access_request_clean_0140.pdf,IT Access Request,Priya Nair,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0140.pdf,IT Access Request,Priya Nair,ORGANIZATION,MFA,0.85
it_access_request_clean_0140.pdf,IT Access Request,Priya Nair,PERSON,J. Keller,0.85
it_access_request_clean_0140.pdf,IT Access Request,Priya Nair,DATE_TIME,03 Aug 2021,0.85
it_access_request_clean_0141.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0141.pdf,IT Access Request,Tom Nguyen,PERSON,M. Braun,0.85
it_access_request_clean_0141.pdf,IT Access Request,Tom Nguyen,DATE_TIME,09 Sept 2021,0.85
it_access_request_clean_0142.pdf,IT Access Request,Max Wagner,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0142.pdf,IT Access Request,Max Wagner,PERSON,M. Braun,0.85
it_access_request_clean_0142.pdf,IT Access Request,Max Wagner,DATE_TIME,Oct 2021,0.85
it_access_request_clean_0144.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0144.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_clean_0144.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_clean_0144.pdf,IT Access Request,Max Wagner,DATE_TIME,Dec 2021,0.85
it_access_request_clean_0146.pdf,IT Access Request,Lukas Weber,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0146.pdf,IT Access Request,Lukas Weber,PERSON,M. Braun,0.85
it_access_request_clean_0146.pdf,IT Access Request,Lukas Weber,DATE_TIME,Mar 2022,0.85
it_access_request_clean_0147.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0147.pdf,IT Access Request,Sofia Hartmann,PERSON,M. Braun,0.85
it_access_request_clean_0147.pdf,IT Access Request,Sofia Hartmann,DATE_TIME,Apr 2022,0.85
it_access_request_clean_0149.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0149.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,MFA,0.85
it_access_request_clean_0149.pdf,IT Access Request,Sofia Hartmann,PERSON,J. Keller,0.85
it_access_request_clean_0149.pdf,IT Access Request,Sofia Hartmann,DATE_TIME,Jul 2022,0.85
it_access_request_clean_0150.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0150.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,MFA,0.85
it_access_request_clean_0150.pdf,IT Access Request,Maria Schmidt,PERSON,J. Keller,0.85
it_access_request_clean_0150.pdf,IT Access Request,Maria Schmidt,DATE_TIME,Aug 2022,0.85
it_access_request_clean_0151.pdf,IT Access Request,Priya Nair,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0151.pdf,IT Access Request,Priya Nair,ORGANIZATION,MFA,0.85
it_access_request_clean_0151.pdf,IT Access Request,Priya Nair,PERSON,J. Keller,0.85
it_access_request_clean_0151.pdf,IT Access Request,Priya Nair,DATE_TIME,Sept 2022,0.85
it_access_request_clean_0151.pdf,IT Access Request,Priya Nair,ORGANIZATION,Signature,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,MFA,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,PERSON,J. Keller,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,DATE_TIME,Oct 2022,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0152.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0153.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0153.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,MFA,0.85
it_access_request_clean_0153.pdf,IT Access Request,Maria Schmidt,PERSON,J. Keller,0.85
it_access_request_clean_0153.pdf,IT Access Request,Maria Schmidt,DATE_TIME,27 Nov 2022,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,MFA,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,PERSON,J. Keller,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,DATE_TIME,Mar 2023,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0156.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0157.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0157.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,MFA,0.85
it_access_request_clean_0157.pdf,IT Access Request,Tom Nguyen,PERSON,J. Keller,0.85
it_access_request_clean_0157.pdf,IT Access Request,Tom Nguyen,DATE_TIME,Apr 2023,0.85
it_access_request_clean_0158.pdf,IT Access Request,Noah Becker,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0158.pdf,IT Access Request,Noah Becker,PERSON,M. Braun,0.85
it_access_request_clean_0158.pdf,IT Access Request,Noah Becker,DATE_TIME,May 2023,0.85
it_access_request_clean_0159.pdf,IT Access Request,Maria Schmidt,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0159.pdf,IT Access Request,Maria Schmidt,PERSON,M. Braun,0.85
it_access_request_clean_0159.pdf,IT Access Request,Maria Schmidt,DATE_TIME,07 Jul 2023,0.85
it_access_request_clean_0161.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0161.pdf,IT Access Request,Jonas Fischer,PERSON,M. Braun,0.85
it_access_request_clean_0161.pdf,IT Access Request,Jonas Fischer,DATE_TIME,Sept 2023,0.85
it_access_request_clean_0163.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0163.pdf,IT Access Request,Sofia Hartmann,PERSON,M. Braun,0.85
it_access_request_clean_0163.pdf,IT Access Request,Sofia Hartmann,DATE_TIME,02 Dec 2023,0.85
it_access_request_clean_0163.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0163.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0166.pdf,IT Access Request,Priya Nair,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0166.pdf,IT Access Request,Priya Nair,PERSON,M. Braun,0.85
it_access_request_clean_0166.pdf,IT Access Request,Priya Nair,DATE_TIME,Mar 2024,0.85
it_access_request_clean_0168.pdf,IT Access Request,Lukas Weber,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0168.pdf,IT Access Request,Lukas Weber,ORGANIZATION,MFA,0.85
it_access_request_clean_0168.pdf,IT Access Request,Lukas Weber,PERSON,J. Keller,0.85
it_access_request_clean_0168.pdf,IT Access Request,Lukas Weber,DATE_TIME,04 Jun 2024,0.85
it_access_request_clean_0169.pdf,IT Access Request,Anna Keller,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0169.pdf,IT Access Request,Anna Keller,PERSON,M. Braun,0.85
it_access_request_clean_0169.pdf,IT Access Request,Anna Keller,DATE_TIME,Jul 2024,0.85
it_access_request_clean_0170.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0170.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,MFA,0.85
it_access_request_clean_0170.pdf,IT Access Request,Tom Nguyen,PERSON,J. Keller,0.85
it_access_request_clean_0170.pdf,IT Access Request,Tom Nguyen,DATE_TIME,Aug 2024,0.85
it_access_request_clean_0171.pdf,IT Access Request,Noah Becker,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0171.pdf,IT Access Request,Noah Becker,ORGANIZATION,MFA,0.85
it_access_request_clean_0171.pdf,IT Access Request,Noah Becker,PERSON,J. Keller,0.85
it_access_request_clean_0171.pdf,IT Access Request,Noah Becker,DATE_TIME,Sept 2024,0.85
it_access_request_clean_0172.pdf,IT Access Request,Max Wagner,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0172.pdf,IT Access Request,Max Wagner,ORGANIZATION,MFA,0.85
it_access_request_clean_0172.pdf,IT Access Request,Max Wagner,PERSON,J. Keller,0.85
it_access_request_clean_0172.pdf,IT Access Request,Max Wagner,DATE_TIME,Oct 2024,0.85
it_access_request_clean_0174.pdf,IT Access Request,Max Wagner,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0174.pdf,IT Access Request,Max Wagner,PERSON,M. Braun,0.85
it_access_request_clean_0175.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0175.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,MFA,0.85
it_access_request_clean_0175.pdf,IT Access Request,Elena Hoffmann,PERSON,J. Keller,0.85
it_access_request_clean_0175.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Feb 2025,0.85
it_access_request_clean_0177.pdf,IT Access Request,Priya Nair,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0177.pdf,IT Access Request,Priya Nair,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0178.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0178.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0179.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0179.pdf,IT Access Request,Sofia Hartmann,ORGANIZATION,MFA,0.85
it_access_request_clean_0179.pdf,IT Access Request,Sofia Hartmann,PERSON,J. Keller,0.85
it_access_request_clean_0179.pdf,IT Access Request,Sofia Hartmann,DATE_TIME,Jul 2025,0.85
it_access_request_clean_0180.pdf,IT Access Request,Tom Nguyen,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0180.pdf,IT Access Request,Tom Nguyen,PERSON,M. Braun,0.85
it_access_request_clean_0180.pdf,IT Access Request,Tom Nguyen,DATE_TIME,Aug 2025,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,ORGANIZATION,MFA,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,PERSON,J. Keller,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,DATE_TIME,04 Nov 2025,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0182.pdf,IT Access Request,Noah Becker,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0183.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,Team Lead,0.85
it_access_request_clean_0183.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,IT Service Desk,0.85
it_access_request_clean_0184.pdf,IT Access Request,Lukas Weber,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0184.pdf,IT Access Request,Lukas Weber,PERSON,M. Braun,0.85
it_access_request_clean_0185.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0185.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,MFA,0.85
it_access_request_clean_0185.pdf,IT Access Request,Jonas Fischer,PERSON,J. Keller,0.85
it_access_request_clean_0185.pdf,IT Access Request,Jonas Fischer,DATE_TIME,Feb 2026,0.85
it_access_request_clean_0185.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Signature,0.85
it_access_request_clean_0187.pdf,IT Access Request,Noah Becker,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0187.pdf,IT Access Request,Noah Becker,PERSON,M. Braun,0.85
it_access_request_clean_0187.pdf,IT Access Request,Noah Becker,DATE_TIME,Jan 2020,0.85
it_access_request_clean_0190.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,Digital Operations,0.85
it_access_request_clean_0190.pdf,IT Access Request,Jonas Fischer,ORGANIZATION,MFA,0.85
it_access_request_clean_0190.pdf,IT Access Request,Jonas Fischer,PERSON,J. Keller,0.85
it_access_request_clean_0190.pdf,IT Access Request,Jonas Fischer,DATE_TIME,May 2020,0.85
it_access_request_clean_0191.pdf,IT Access Request,Elena Hoffmann,ORGANIZATION,"Reviewer: Identity & Access Team
Comments",0.85
it_access_request_clean_0191.pdf,IT Access Request,Elena Hoffmann,PERSON,M. Braun,0.85
it_access_request_clean_0191.pdf,IT Access Request,Elena Hoffmann,DATE_TIME,Jun 2020,0.85
